Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),,PT08.S5(O3),T,RH,AH,T2,RH2,AH2,
02-10-2004,06.00.00,-200,1066,-200,6,3,827,-200,751,1,65,,,,,,,,
02-10-2004,07.00.00,-200,1277,-200,12,3,1061,-200,612,2,65,,,,,,,,
02-10-2004,08.00.00,-200,1290,-200,13,3,1093,-200,592,1,62,,,,,,,,
02-10-2004,09.00.00,-200,1268,-200,12,5,1066,-200,608,5,57,,,,,,,,
02-10-2004,10.00.00,-200,1243,-200,10,5,997,-200,648,2,51,,,,,,,,
02-10-2004,11.00.00,-200,1300,-200,12,1,1053,-200,614,2,48,,,,,,,,
02-10-2004,12.00.00,-200,1278,-200,12,1,1053,-200,630,8,47,,,,,,,,
02-10-2004,13.00.00,-200,1249,-200,11,2,1023,-200,639,7,49,,,,,,,,
02-10-2004,14.00.00,-200,1145,-200,7,2,867,-200,739,8,49,,,,,,,,
02-10-2004,15.00.00,-200,1199,-200,8,7,928,-200,704,7,48,,,,,,,,
02-10-2004,16.00.00,-200,1236,-200,9,6,962,-200,690,5,45,,,,,,,,
02-10-2004,17.00.00,-200,1289,-200,11,6,1037,-200,638,4,48,,,,,,,,
02-10-2004,18.00.00,-200,1299,-200,12,7,1072,-200,617,4,52,,,,,,,,
02-10-2004,19.00.00,-200,1506,-200,20,7,1315,-200,512,9,54,,,,,,,,
02-10-2004,20.00.00,-200,1432,-200,17,8,1234,-200,553,9,57,,,,,,,,
02-10-2004,21.00.00,-200,1193,-200,11,2,1021,-200,666,1,61,,,,,,,,
02-10-2004,22.00.00,-200,1188,-200,10,8,1007,-200,668,8,65,,,,,,,,
02-10-2004,23.00.00,-200,1162,-200,9,4,953,-200,691,7,60,,,,,,,,
03-10-2004,00.00.00,-200,1106,-200,8,5,921,-200,720,1,62,,,,,,,,
03-10-2004,01.00.00,-200,1037,-200,6,5,836,-200,788,7,63,,,,,,,,
03-10-2004,02.00.00,-200,982,-200,5,1,768,-200,850,2,61,,,,,,,,
03-10-2004,03.00.00,-200,944,-200,4,5,740,-200,881,3,64,,,,,,,,
03-10-2004,04.00.00,-200,929,-200,3,9,703,-200,908,2,64,,,,,,,,
03-10-2004,05.00.00,-200,906,-200,3,3,672,-200,948,1,65,,,,,,,,
03-10-2004,06.00.00,-200,907,-200,3,2,665,-200,972,9,66,,,,,,,,
03-10-2004,07.00.00,-200,1013,-200,5,4,781,-200,829,8,66,,,,,,,,
03-10-2004,08.00.00,-200,1055,-200,5,6,795,-200,800,4,64,,,,,,,,
03-10-2004,09.00.00,-200,1138,-200,7,5,880,-200,727,6,60,,,,,,,,
03-10-2004,10.00.00,-200,1250,-200,10,7,1003,-200,647,5,54,,,,,,,,
03-10-2004,11.00.00,-200,1165,-200,8,4,916,-200,711,7,46,,,,,,,,
03-10-2004,12.00.00,-200,1229,-200,11,3,1025,-200,663,6,43,,,,,,,,
03-10-2004,13.00.00,-200,1168,-200,8,3,911,-200,715,4,41,,,,,,,,
03-10-2004,14.00.00,-200,1092,-200,6,0,814,-200,794,4,42,,,,,,,,
03-10-2004,15.00.00,-200,1109,-200,6,7,843,-200,769,1,43,,,,,,,,
03-10-2004,16.00.00,-200,1133,-200,6,2,823,-200,775,9,44,,,,,,,,
03-10-2004,17.00.00,-200,1192,-200,7,7,887,-200,716,9,44,,,,,,,,
03-10-2004,18.00.00,-200,1298,-200,11,0,1015,-200,647,7,51,,,,,,,,
03-10-2004,19.00.00,-200,1524,-200,20,8,1320,-200,514,7,55,,,,,,,,
03-10-2004,20.00.00,-200,1540,-200,21,4,1336,-200,498,7,59,,,,,,,,
03-10-2004,21.00.00,-200,1190,-200,10,4,992,-200,654,9,61,,,,,,,,
03-10-2004,22.00.00,-200,1092,-200,8,3,911,-200,735,0,59,,,,,,,,
03-10-2004,23.00.00,-200,1079,-200,7,8,890,-200,745,5,64,,,,,,,,
04-10-2004,00.00.00,-200,995,-200,5,5,789,-200,828,8,66,,,,,,,,
04-10-2004,01.00.00,-200,960,-200,5,2,772,-200,838,4,71,,,,,,,,
04-10-2004,02.00.00,-200,890,-200,3,2,666,-200,969,9,68,,,,,,,,
04-10-2004,03.00.00,-200,860,-200,2,7,632,-200,1037,8,72,,,,,,,,
04-10-2004,04.00.00,-200,860,-200,3,0,652,-200,997,1,73,,,,,,,,
04-10-2004,05.00.00,-200,883,-200,4,0,713,-200,937,7,70,,,,,,,,
04-10-2004,06.00.00,-200,929,-200,5,6,795,-200,858,1,71,,,,,,,,
04-10-2004,07.00.00,-200,1100,-200,11,1,1018,-200,706,3,67,,,,,,,,
04-10-2004,08.00.00,-200,1257,-200,20,1,1299,-200,550,5,67,,,,,,,,
04-10-2004,09.00.00,-200,1402,-200,23,6,1393,-200,505,9,61,,,,,,,,
04-10-2004,10.00.00,-200,1376,-200,21,0,1324,-200,527,9,52,,,,,,,,
04-10-2004,11.00.00,-200,1374,-200,21,8,1346,-200,519,2,49,,,,,,,,
04-10-2004,12.00.00,-200,1381,-200,22,1,1355,-200,516,8,44,,,,,,,,
04-10-2004,13.00.00,-200,1282,-200,18,2,1247,-200,561,0,44,,,,,,,,
04-10-2004,14.00.00,-200,1188,-200,14,2,1124,-200,625,1,40,,,,,,,,
04-10-2004,15.00.00,-200,1227,-200,14,9,1147,-200,612,4,39,,,,,,,,
04-10-2004,16.00.00,-200,1364,-200,21,1,1328,-200,528,9,36,,,,,,,,
04-10-2004,17.00.00,-200,1531,-200,30,3,1558,-200,451,4,37,,,,,,,,
04-10-2004,18.00.00,-200,1694,-200,41,6,1805,-200,391,0,43,,,,,,,,
04-10-2004,19.00.00,-200,1723,-200,44,7,1866,-200,378,3,49,,,,,,,,
04-10-2004,20.00.00,-200,1356,-200,21,3,1331,-200,520,3,53,,,,,,,,
04-10-2004,21.00.00,-200,1084,-200,10,0,979,-200,699,6,55,,,,,,,,
04-10-2004,22.00.00,-200,1039,-200,8,9,936,-200,731,2,59,,,,,,,,
04-10-2004,23.00.00,-200,1011,-200,7,4,875,-200,787,6,60,,,,,,,,
05-10-2004,00.00.00,-200,968,-200,6,4,831,-200,810,0,63,,,,,,,,
05-10-2004,01.00.00,-200,867,-200,3,7,693,-200,971,7,63,,,,,,,,
05-10-2004,02.00.00,-200,820,-200,2,5,620,-200,1081,8,58,,,,,,,,
05-10-2004,03.00.00,-200,826,-200,2,7,631,-200,1072,8,69,,,,,,,,
05-10-2004,04.00.00,-200,835,-200,2,5,620,-200,1053,8,65,,,,,,,,
05-10-2004,05.00.00,-200,887,-200,4,1,717,-200,955,6,69,,,,,,,,
05-10-2004,06.00.00,-200,990,-200,7,8,889,-200,763,4,69,,,,,,,,
05-10-2004,07.00.00,-200,1511,-200,30,8,1569,-200,476,4,70,,,,,,,,
05-10-2004,08.00.00,-200,1352,-200,26,4,1465,-200,491,5,65,,,,,,,,
05-10-2004,09.00.00,-200,1337,-200,21,6,1339,-200,525,6,58,,,,,,,,
05-10-2004,10.00.00,-200,1435,-200,22,8,1373,-200,513,9,48,,,,,,,,
05-10-2004,11.00.00,-200,1377,-200,19,3,1276,-200,539,0,43,,,,,,,,
05-10-2004,12.00.00,-200,1562,-200,30,4,1559,-200,453,6,37,,,,,,,,
05-10-2004,13.00.00,-200,1358,-200,23,4,1389,-200,516,9,38,,,,,,,,
05-10-2004,14.00.00,-200,1301,-200,17,1,1212,-200,575,4,37,,,,,,,,
05-10-2004,15.00.00,-200,1255,-200,14,6,1136,-200,611,5,37,,,,,,,,
05-10-2004,16.00.00,-200,1410,-200,21,6,1340,-200,533,8,31,,,,,,,,
05-10-2004,17.00.00,-200,1578,-200,31,9,1595,-200,459,7,33,,,,,,,,
05-10-2004,18.00.00,-200,1700,-200,40,5,1782,-200,401,0,40,,,,,,,,
05-10-2004,19.00.00,-200,1778,-200,41,6,1805,-200,380,6,47,,,,,,,,
05-10-2004,20.00.00,-200,1539,-200,23,9,1402,-200,475,9,57,,,,,,,,
05-10-2004,21.00.00,-200,1409,-200,20,3,1304,-200,500,7,60,,,,,,,,
05-10-2004,22.00.00,-200,1231,-200,12,8,1077,-200,602,8,59,,,,,,,,
05-10-2004,23.00.00,-200,1092,-200,8,7,928,-200,688,4,58,,,,,,,,
06-10-2004,00.00.00,-200,1036,-200,6,8,850,-200,760,7,60,,,,,,,,
06-10-2004,01.00.00,-200,984,-200,5,3,780,-200,810,2,61,,,,,,,,
06-10-2004,02.00.00,-200,950,-200,4,6,743,-200,841,3,68,,,,,,,,
06-10-2004,03.00.00,-200,889,-200,3,2,665,-200,943,8,65,,,,,,,,
06-10-2004,04.00.00,-200,865,-200,2,8,636,-200,992,0,62,,,,,,,,
06-10-2004,05.00.00,-200,917,-200,3,6,686,-200,933,3,68,,,,,,,,
06-10-2004,06.00.00,-200,997,-200,6,2,823,-200,804,1,68,,,,,,,,
06-10-2004,07.00.00,-200,1433,-200,24,2,1409,-200,506,6,70,,,,,,,,
06-10-2004,08.00.00,-200,1516,-200,32,0,1596,-200,429,3,67,,,,,,,,
06-10-2004,09.00.00,-200,1528,-200,25,8,1449,-200,473,4,61,,,,,,,,
06-10-2004,10.00.00,-200,1347,-200,16,2,1186,-200,560,5,55,,,,,,,,
06-10-2004,11.00.00,-200,1392,-200,17,7,1231,-200,530,7,46,,,,,,,,
06-10-2004,12.00.00,-200,1359,-200,16,5,1195,-200,542,8,44,,,,,,,,
06-10-2004,13.00.00,-200,1391,-200,18,3,1249,-200,518,0,46,,,,,,,,
06-10-2004,14.00.00,-200,1335,-200,14,6,1137,-200,563,3,46,,,,,,,,
06-10-2004,15.00.00,-200,1402,-200,17,1,1213,-200,530,4,43,,,,,,,,
06-10-2004,16.00.00,-200,1406,-200,17,2,1216,-200,542,6,36,,,,,,,,
06-10-2004,17.00.00,-200,1527,-200,24,6,1419,-200,476,7,37,,,,,,,,
06-10-2004,18.00.00,-200,1559,-200,26,9,1476,-200,463,7,44,,,,,,,,
06-10-2004,19.00.00,-200,1840,-200,44,0,1852,-200,360,5,49,,,,,,,,
06-10-2004,20.00.00,-200,1666,-200,31,0,1573,-200,427,3,54,,,,,,,,
06-10-2004,21.00.00,-200,1336,-200,16,8,1204,-200,542,4,57,,,,,,,,
06-10-2004,22.00.00,-200,1189,-200,11,0,1014,-200,641,7,55,,,,,,,,
06-10-2004,23.00.00,-200,1226,-200,11,4,1029,-200,620,4,62,,,,,,,,
07-10-2004,00.00.00,-200,1171,-200,9,9,972,-200,650,3,64,,,,,,,,
07-10-2004,01.00.00,-200,1002,-200,5,0,762,-200,814,4,60,,,,,,,,
07-10-2004,02.00.00,-200,950,-200,3,7,696,-200,894,3,66,,,,,,,,
07-10-2004,03.00.00,-200,930,-200,3,1,660,-200,925,9,62,,,,,,,,
07-10-2004,04.00.00,-200,924,-200,2,9,643,-200,948,9,66,,,,,,,,
07-10-2004,05.00.00,-200,994,-200,4,4,732,-200,852,8,67,,,,,,,,
07-10-2004,06.00.00,-200,1089,-200,7,4,873,-200,741,1,64,,,,,,,,
07-10-2004,07.00.00,-200,1468,-200,19,4,1280,-200,518,7,66,,,,,,,,
07-10-2004,08.00.00,-200,1696,-200,37,1,1711,-200,383,9,62,,,,,,,,
07-10-2004,09.00.00,-200,1479,-200,22,2,1357,-200,491,5,57,,,,,,,,
07-10-2004,10.00.00,-200,1425,-200,18,5,1255,-200,516,5,53,,,,,,,,
07-10-2004,11.00.00,-200,1279,-200,14,0,1116,-200,587,7,48,,,,,,,,
07-10-2004,12.00.00,-200,1319,-200,15,5,1165,-200,571,1,40,,,,,,,,
07-10-2004,13.00.00,-200,1329,-200,15,7,1172,-200,561,9,44,,,,,,,,
07-10-2004,14.00.00,-200,1327,-200,15,7,1172,-200,566,9,41,,,,,,,,
07-10-2004,15.00.00,-200,1282,-200,12,7,1075,-200,605,2,40,,,,,,,,
07-10-2004,16.00.00,2,,,,9,1342,-200,15,3,1157,267,572,87,1707,1195,28,4468,
07-10-2004,17.00.00,5,,,,4,1623,-200,28,8,1522,398,447,111,2110,1618,28,4370,
07-10-2004,18.00.00,5,,,,3,1576,-200,26,1,1458,418,463,119,2024,1637,25,4464,
07-10-2004,19.00.00,6,,,,7,1747,-200,37,1,1709,515,399,128,2370,1876,24,4892,
07-10-2004,20.00.00,7,1757,-200,35,7,1680,669,396,2,54,,,,,,,,
07-10-2004,21.00.00,2,,,,8,1331,-200,16,5,1194,326,559,92,1715,1477,22,5219,
07-10-2004,22.00.00,1,,,,7,1182,-200,11,0,1016,209,658,73,1572,1210,21,5036,
07-10-2004,23.00.00,1,,,,7,1162,-200,10,8,1008,183,658,60,1556,1160,20,4923,
08-10-2004,00.00.00,1,,,,7,1147,-200,9,6,964,165,668,60,1517,1116,20,4827,
08-10-2004,01.00.00,1,,,,2,1040,-200,6,5,836,111,762,53,1423,974,20,4720,
08-10-2004,02.00.00,0,,,,7,920,-200,3,6,688,67,920,47,1317,820,20,4771,
08-10-2004,03.00.00,0,,,,7,931,-200,3,3,670,-200,931,-200,1326,792,18,4586,
08-10-2004,04.00.00,0,,,,8,954,-200,4,4,731,88,865,43,1360,839,18,4498,
08-10-2004,05.00.00,0,,,,9,981,-200,5,5,790,147,817,47,1390,898,18,4552,
08-10-2004,06.00.00,1,,,,7,1147,-200,10,8,1009,279,653,50,1589,1096,18,4519,
08-10-2004,07.00.00,5,,,,7,1606,-200,31,2,1578,665,440,81,2205,1786,19,4801,
08-10-2004,08.00.00,4,,,,3,1490,-200,24,8,1424,592,465,75,2033,1604,19,4999,
08-10-2004,09.00.00,3,,,,9,1473,-200,24,2,1409,557,483,87,1984,1637,21,5056,
08-10-2004,10.00.00,5,,,,1,1582,-200,29,5,1539,693,435,128,2141,1827,23,5349,
08-10-2004,11.00.00,3,,,,7,1468,-200,21,0,1323,530,496,105,1913,1641,24,5807,
08-10-2004,12.00.00,3,,,,3,1413,-200,19,6,1285,412,518,101,1883,1505,26,5530,
08-10-2004,13.00.00,3,,,,6,1400,-200,21,2,1331,366,520,100,1916,1465,27,4356,
08-10-2004,14.00.00,3,,,,2,1361,-200,18,0,1238,344,548,98,1805,1368,28,4738,
08-10-2004,15.00.00,3,,,,5,1389,-200,20,5,1311,339,525,98,1845,1748,28,4860,
08-10-2004,16.00.00,2,,,,4,1305,-200,15,6,1167,297,586,98,1690,1301,28,5147,
08-10-2004,17.00.00,2,,,,9,1354,-200,19,2,1275,294,543,90,1799,1338,28,5191,
08-10-2004,18.00.00,2,,,,3,1352,-200,20,0,1296,211,534,84,1846,1337,26,5572,
08-10-2004,19.00.00,3,,,,1,1472,-200,21,1,1327,323,497,101,1895,1516,25,5665,
08-10-2004,20.00.00,2,,,,9,1412,-200,18,6,1256,333,525,98,1797,1435,24,5856,
08-10-2004,21.00.00,1,,,,5,1221,-200,12,3,1061,163,619,76,1615,1178,24,5951,
08-10-2004,22.00.00,1,,,,5,1230,-200,10,3,990,151,652,71,1559,1111,24,6049,
08-10-2004,23.00.00,1,,,,7,1247,-200,9,6,961,167,666,71,1569,1112,23,6298,
09-10-2004,00.00.00,1,,,,6,1217,-200,9,9,975,174,665,66,1565,1109,22,6080,
09-10-2004,01.00.00,1,,,,3,1158,-200,8,6,923,142,673,62,1519,1072,21,5967,
09-10-2004,02.00.00,1,,,,4,1150,-200,7,3,871,155,697,58,1502,1030,21,5940,
09-10-2004,03.00.00,0,,,,9,1061,-200,5,4,785,-200,766,-200,1447,935,21,5828,
09-10-2004,04.00.00,0,,,,9,1062,-200,5,1,770,96,780,48,1450,922,21,5951,
09-10-2004,05.00.00,1,,,,3,1157,-200,7,8,890,154,681,53,1549,1054,20,6201,
09-10-2004,06.00.00,1,,,,3,1167,-200,8,2,907,211,681,55,1548,1082,20,6210,
09-10-2004,07.00.00,2,,,,9,1403,-200,17,6,1229,381,523,63,1872,1365,20,6165,
09-10-2004,08.00.00,3,,,,2,1453,-200,20,1,1298,470,489,69,1940,1497,21,6186,
09-10-2004,09.00.00,3,,,,4,1455,-200,18,7,1260,464,502,84,1868,1540,23,6238,
09-10-2004,10.00.00,3,,,,6,1512,-200,19,5,1282,450,498,95,1899,1554,26,5980,
09-10-2004,11.00.00,2,,,,3,1331,-200,13,0,1082,274,588,80,1689,1252,28,6286,
09-10-2004,12.00.00,3,,,,1,1472,-200,18,2,1246,306,512,87,1873,1455,28,6957,
09-10-2004,13.00.00,3,,,,3,1430,-200,16,2,1187,308,539,94,1812,1339,29,7309,
09-10-2004,14.00.00,1,,,,9,1264,-200,11,0,1016,186,624,76,1650,1062,28,7392,
09-10-2004,15.00.00,2,,,,6,1378,-200,15,9,1177,238,548,92,1775,1266,29,7248,
09-10-2004,16.00.00,2,,,,7,1377,-200,14,2,1123,249,578,94,1716,1223,29,7308,
09-10-2004,17.00.00,3,,,,7,1527,-200,19,9,1293,378,502,110,1907,1469,28,7468,
09-10-2004,18.00.00,3,,,,8,1573,-200,21,7,1343,386,470,109,1990,1553,27,7928,
09-10-2004,19.00.00,4,,,,8,1674,-200,25,7,1447,461,448,122,2065,1689,26,7966,
09-10-2004,20.00.00,3,,,,5,1455,-200,17,3,1218,394,535,107,1796,1387,26,7334,
09-10-2004,21.00.00,2,,,,2,1242,-200,11,2,1022,266,630,83,1641,1139,24,7447,
09-10-2004,22.00.00,1,,,,5,1181,-200,8,9,935,158,701,62,1565,960,24,7367,
09-10-2004,23.00.00,3,,,,4,1468,-200,15,2,1155,319,565,89,1738,1293,24,7433,
10-10-2004,00.00.00,3,,,,7,1520,-200,17,2,1217,409,552,103,1812,1357,24,7438,
10-10-2004,01.00.00,2,1203,-200,11,9,1046,223,621,9,59,,,,,,,,
10-10-2004,02.00.00,1,,,,4,1096,-200,8,1,903,107,732,52,1560,857,23,7515,
10-10-2004,03.00.00,1,,,,1,991,-200,4,9,759,-200,845,-200,1440,658,23,7538,
10-10-2004,04.00.00,-200,941,-200,3,6,686,50,942,8,64,,,,,,,,
10-10-2004,05.00.00,0,,,,7,952,-200,3,7,695,56,910,39,1429,627,22,7355,
10-10-2004,06.00.00,1,,,,2,1082,-200,6,3,825,163,753,59,1526,930,21,7275,
10-10-2004,07.00.00,1,,,,3,1095,-200,7,7,886,187,705,56,1574,1001,21,7127,
10-10-2004,08.00.00,1,,,,1,1049,-200,6,3,826,150,765,51,1521,917,22,7256,
10-10-2004,09.00.00,1,1055,-200,5,6,795,103,807,1,59,,,,,,,,
10-10-2004,10.00.00,1,,,,2,1074,-200,5,1,767,143,814,58,1489,796,24,8468,
10-10-2004,11.00.00,1,,,,9,1229,-200,9,0,941,220,680,68,1653,1040,24,8351,
10-10-2004,12.00.00,2,,,,3,1228,-200,9,3,952,301,668,81,1622,1110,24,7838,
10-10-2004,13.00.00,1,,,,6,1107,-200,5,9,807,214,768,73,1546,836,21,8881,
10-10-2004,14.00.00,1,,,,3,1031,-200,4,4,732,162,872,69,1476,704,19,7879,
10-10-2004,15.00.00,1,,,,8,1155,-200,5,8,804,232,815,81,1510,773,19,7917,
10-10-2004,16.00.00,1,,,,7,1131,-200,6,6,841,254,784,82,1531,811,19,7877,
10-10-2004,17.00.00,1,,,,8,1143,-200,7,8,890,224,744,71,1578,848,20,7695,
10-10-2004,18.00.00,2,1145,-200,8,4,915,247,733,1,68,,,,,,,,
10-10-2004,19.00.00,2,,,,2,1169,-200,8,3,910,334,726,87,1563,992,21,6914,
10-10-2004,20.00.00,1,,,,6,1105,-200,8,1,905,239,734,72,1576,950,21,6848,
10-10-2004,21.00.00,1,,,,3,1049,-200,6,1,817,168,806,63,1517,882,20,6719,
10-10-2004,22.00.00,1,,,,5,1069,-200,6,7,844,185,767,63,1527,883,20,6585,
10-10-2004,23.00.00,1,,,,5,1073,-200,6,6,838,178,768,63,1549,892,20,6507,
11-10-2004,00.00.00,1,,,,3,1039,-200,6,1,817,132,799,55,1502,836,20,6384,
11-10-2004,01.00.00,1,,,,4,1021,-200,6,0,811,135,794,52,1502,837,20,5901,
11-10-2004,02.00.00,0,,,,5,825,-200,1,4,536,39,1203,32,1302,498,19,5663,
11-10-2004,03.00.00,0,,,,4,828,-200,1,7,558,-200,1166,-200,1304,494,18,5885,
11-10-2004,04.00.00,0,,,,4,847,-200,1,9,576,33,1139,29,1321,507,17,5795,
11-10-2004,05.00.00,0,,,,6,903,-200,3,4,679,90,956,44,1385,660,18,5945,
11-10-2004,06.00.00,1,,,,1,1041,-200,7,2,865,164,757,53,1486,902,18,5918,
11-10-2004,07.00.00,2,,,,9,1314,-200,19,0,1267,336,559,62,1888,1240,19,5821,
11-10-2004,08.00.00,3,,,,5,1326,-200,24,5,1416,366,499,68,1971,1395,20,5567,
11-10-2004,09.00.00,4,,,,6,1464,-200,25,6,1444,565,475,85,2049,1625,19,5638,
11-10-2004,10.00.00,3,,,,4,1313,-200,17,1,1213,536,564,88,1789,1359,19,6192,
11-10-2004,11.00.00,2,,,,3,1202,-200,12,3,1058,416,647,82,1623,1152,20,6070,
11-10-2004,12.00.00,2,,,,7,1225,-200,15,2,1155,379,607,91,1738,1159,21,5795,
11-10-2004,13.00.00,3,,,,1,1257,-200,18,3,1248,368,557,87,1837,1179,20,5832,
11-10-2004,14.00.00,3,,,,2,1271,-200,17,2,1217,444,566,90,1810,1227,20,6074,
11-10-2004,15.00.00,2,,,,5,1179,-200,14,1,1120,352,634,97,1667,1119,21,4942,
11-10-2004,16.00.00,3,,,,4,1278,-200,18,3,1248,375,574,99,1814,1243,23,4642,
11-10-2004,17.00.00,4,,,,8,1435,-200,25,0,1429,479,499,109,2072,1449,21,5115,
11-10-2004,18.00.00,4,,,,5,1326,-200,22,2,1356,448,525,95,1966,1405,20,4898,
11-10-2004,19.00.00,4,1324,-200,21,4,1335,388,537,9,64,,,,,,,,
11-10-2004,20.00.00,3,,,,2,1206,-200,16,2,1185,376,592,76,1751,1386,19,4769,
11-10-2004,21.00.00,1,,,,9,1052,-200,10,3,987,224,700,62,1556,1102,20,4672,
11-10-2004,22.00.00,1,,,,9,1057,-200,8,9,934,206,743,57,1525,1041,19,4415,
11-10-2004,23.00.00,1,,,,3,952,-200,6,5,833,143,846,57,1381,881,18,3032,
12-10-2004,00.00.00,1,,,,1,911,-200,5,1,769,113,919,54,1340,791,18,3110,
12-10-2004,01.00.00,1,898,-200,4,6,742,93,915,1,65,,,,,,,,
12-10-2004,02.00.00,0,,,,5,809,-200,2,1,593,58,1134,44,1277,647,18,3529,
12-10-2004,03.00.00,0,,,,6,823,-200,2,4,616,-200,1072,-200,1300,716,18,3952,
12-10-2004,04.00.00,0,,,,5,814,-200,3,2,666,56,1029,34,1311,719,17,3674,
12-10-2004,05.00.00,0,,,,8,857,-200,3,9,705,105,982,44,1312,733,16,2772,
12-10-2004,06.00.00,1,,,,2,935,-200,6,0,810,243,881,74,1356,835,17,2276,
12-10-2004,07.00.00,2,,,,7,1159,-200,13,8,1110,492,671,101,1650,1094,17,2151,
12-10-2004,08.00.00,3,1102,-200,14,8,1141,435,648,9,57,,,,,,,,
12-10-2004,09.00.00,-200,979,-200,8,4,917,-200,795,1,56,,,,,,,,
12-10-2004,10.00.00,-200,998,-200,9,0,941,-200,785,2,55,,,,,,,,
12-10-2004,11.00.00,-200,962,-200,8,3,911,-200,793,7,49,,,,,,,,
12-10-2004,12.00.00,-200,985,-200,9,5,957,-200,773,8,45,,,,,,,,
12-10-2004,13.00.00,-200,1043,-200,12,1,1053,-200,707,5,46,,,,,,,,
12-10-2004,14.00.00,-200,929,-200,7,4,875,-200,826,9,50,,,,,,,,
12-10-2004,15.00.00,-200,946,-200,8,0,898,-200,816,4,51,,,,,,,,
12-10-2004,16.00.00,-200,955,-200,7,9,894,-200,818,9,52,,,,,,,,
12-10-2004,17.00.00,-200,1004,-200,10,9,1012,-200,730,1,54,,,,,,,,
12-10-2004,18.00.00,-200,1037,-200,12,1,1053,-200,708,5,56,,,,,,,,
12-10-2004,19.00.00,-200,1066,-200,14,7,1140,-200,670,7,54,,,,,,,,
12-10-2004,20.00.00,-200,890,-200,6,0,813,-200,898,4,57,,,,,,,,
12-10-2004,21.00.00,-200,843,-200,4,3,729,-200,990,5,57,,,,,,,,
12-10-2004,22.00.00,-200,834,-200,4,1,716,-200,997,6,55,,,,,,,,
12-10-2004,23.00.00,-200,809,-200,3,1,659,-200,1074,8,58,,,,,,,,
13-10-2004,00.00.00,-200,786,-200,2,2,600,-200,1164,8,57,,,,,,,,
13-10-2004,01.00.00,-200,747,-200,1,5,543,-200,1276,6,57,,,,,,,,
13-10-2004,02.00.00,-200,723,-200,0,9,485,-200,1419,6,57,,,,,,,,
13-10-2004,03.00.00,-200,704,-200,0,5,444,-200,1558,4,57,,,,,,,,
13-10-2004,04.00.00,-200,709,-200,0,6,449,-200,1590,5,57,,,,,,,,
13-10-2004,05.00.00,-200,726,-200,0,7,466,-200,1485,3,58,,,,,,,,
13-10-2004,06.00.00,-200,798,-200,2,2,599,-200,1205,7,57,,,,,,,,
13-10-2004,07.00.00,-200,925,-200,5,8,800,-200,908,3,58,,,,,,,,
13-10-2004,08.00.00,-200,906,-200,5,9,809,-200,878,0,58,,,,,,,,
13-10-2004,09.00.00,1,,,,5,896,-200,5,9,809,286,882,78,1257,788,15,9246,
13-10-2004,10.00.00,1,,,,2,882,-200,5,3,776,281,932,72,1222,760,16,9289,
13-10-2004,11.00.00,-200,948,-200,6,9,853,-200,859,4,47,,,,,,,,
13-10-2004,12.00.00,-200,945,-200,7,7,886,-200,818,0,46,,,,,,,,
13-10-2004,13.00.00,-200,942,-200,7,3,871,-200,832,9,46,,,,,,,,
13-10-2004,14.00.00,-200,943,-200,7,2,864,-200,831,4,48,,,,,,,,
13-10-2004,15.00.00,-200,894,-200,6,0,810,-200,892,0,52,,,,,,,,
13-10-2004,16.00.00,-200,984,-200,8,3,910,-200,795,3,58,,,,,,,,
13-10-2004,17.00.00,-200,1044,-200,11,2,1022,-200,726,2,55,,,,,,,,
13-10-2004,18.00.00,-200,981,-200,10,1,983,-200,759,8,56,,,,,,,,
13-10-2004,19.00.00,-200,1021,-200,10,6,1001,-200,731,7,57,,,,,,,,
13-10-2004,20.00.00,-200,943,-200,7,2,867,-200,834,8,57,,,,,,,,
13-10-2004,21.00.00,-200,863,-200,4,4,732,-200,970,9,57,,,,,,,,
13-10-2004,22.00.00,-200,847,-200,3,8,698,-200,1013,2,55,,,,,,,,
13-10-2004,23.00.00,-200,859,-200,3,8,698,-200,1015,3,55,,,,,,,,
14-10-2004,00.00.00,-200,861,-200,4,0,712,-200,1004,1,56,,,,,,,,
14-10-2004,01.00.00,-200,786,-200,2,2,602,-200,1146,0,56,,,,,,,,
14-10-2004,02.00.00,-200,740,-200,1,1,506,-200,1333,9,56,,,,,,,,
14-10-2004,03.00.00,-200,730,-200,0,8,483,-200,1434,2,54,,,,,,,,
14-10-2004,04.00.00,-200,728,-200,0,8,475,-200,1436,1,55,,,,,,,,
14-10-2004,05.00.00,-200,755,-200,1,2,517,-200,1325,9,56,,,,,,,,
14-10-2004,06.00.00,-200,854,-200,3,2,663,-200,1080,2,55,,,,,,,,
14-10-2004,07.00.00,-200,1079,-200,10,2,985,-200,758,3,56,,,,,,,,
14-10-2004,08.00.00,-200,1097,-200,13,6,1103,-200,659,6,55,,,,,,,,
14-10-2004,09.00.00,-200,1024,-200,9,9,976,-200,747,3,53,,,,,,,,
14-10-2004,10.00.00,-200,990,-200,9,1,942,-200,776,4,42,,,,,,,,
14-10-2004,11.00.00,-200,1013,-200,8,0,901,-200,788,9,39,,,,,,,,
14-10-2004,12.00.00,-200,1051,-200,9,7,968,-200,746,5,41,,,,,,,,
